ID	Category	Pattern	Type	Theme	Content	Color					
181	Anticipation Builder	In just a moment...	Dynamic	Relaxation	**In just a moment**, I will count to three, and on three you will go ten times deeper into this tranquility... feel how the anticipation itself is already relaxing you	#FFE082					
182	Anticipation Builder	In just a moment...	Dynamic	Relaxation	**In just a moment**, I will ask your subconscious to send a deep wave of calm from the top of your head to the tips of your toes... and you are already preparing for it, aren't you?	#FFE082					
183	Anticipation Builder	In just a moment...	Dynamic	Pleasure	**In just a moment**, you will feel a very special and delightful sensation moving through your body... and just thinking about it already starts to feel pleasant	#FFE082					
184	Anticipation Builder	In just a moment...	Dynamic	Pleasure	**In just a moment**, I will touch you right here, and the feeling of pleasure will explode a hundredfold... imagine how pleasant that will be	#FFE082					
185	Anticipation Builder	In just a moment...	Dynamic	Playfulness	**In just a moment**, something very interesting is going to happen... I won't tell you what... but you want to find out, don't you?	#FFE082					
186	Anticipation Builder	In just a moment...	Dynamic	Playfulness	**In just a moment**, your hand will begin to rise on its own... let's see... I'm curious to see how it will happen... and you?	#FFE082					
187	Anticipation Builder	In just a moment...	Dynamic	Desire	**In just a moment**, I will say your word and you will feel the craving explode inside you... just think how that will be... your heart is already beating faster, isn't it?	#FFE082					
188	Anticipation Builder	In just a moment...	Dynamic	Desire	**In just a moment**, I will ask something of you, and you will want it so much... the anticipation of hearing what it is already arouses you	#FFE082					
189	Anticipation Builder	In just a moment...	Dynamic	Freedom	**In just a moment**, I will give you absolute permission to be exactly who you are... feel how the anticipation itself is already setting you free	#FFE082					
190	Anticipation Builder	In just a moment...	Dynamic	Freedom	**In just a moment**, all limitations will disappear... just imagining it already feels like the beginning of freedom	#FFE082					
191	Anticipation Builder	In just a moment...	Dynamic	Mischief	**In just a moment**, something mischievous and teasing is going to happen... and you are already smiling in anticipation, aren't you?	#FFE082					
192	Anticipation Builder	In just a moment...	Dynamic	Mischief	**In just a moment**, this tickle will begin... and just thinking about it already tickles you a little, doesn't it?	#FFE082					
193	Anticipation Builder	In just a moment...	Dynamic	Sexy	**In just a moment**, all your skin will awaken in a way you've never felt before... anticipating it already feels sensual, doesn't it?	#FFE082					
194	Anticipation Builder	In just a moment...	Dynamic	Sexy	**In just a moment**, I will whisper something to you that will awaken every cell in your body... just waiting for it is already arousing	#FFE082					
195	Anticipation Builder	In just a moment...	Dynamic	Wildness	**In just a moment**, I will release the wild woman in you... feel how she is already preparing, getting excited, wanting to break out	#FFE082					
196	Anticipation Builder	In just a moment...	Dynamic	Wildness	**In just a moment**, this urge will take over you completely... the anticipation itself is already driving you a little crazy, isn't it?	#FFE082					
197	Anticipation Builder	In just a moment...	Dynamic	Joy	**In just a moment**, a wave of pure joy will flood you... just thinking about it already brings up a smile, doesn't it?	#FFE082					
198	Anticipation Builder	In just a moment...	Dynamic	Joy	**In just a moment**, you will feel happier than you have ever been... the anticipation itself feels good	#FFE082					
199	Anticipation Builder	In just a moment...	Dynamic	Safety & Trust	**In just a moment**, I will embrace you with a feeling of absolute safety... just knowing it is coming is already calming	#FFE082					
200	Anticipation Builder	In just a moment...	Dynamic	Safety & Trust	**In just a moment**, you will feel safer than you have ever felt... anticipating it is pleasant, isn't it?	#FFE082					
201	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Relaxation	You are **not yet** sinking into the deepest relaxation... but the anticipation of it is already calming you... and it grows from moment to moment	#FFE082					
202	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Relaxation	You **haven't yet** felt this absolute quiet... but you feel how it is getting closer... don't you? closer and closer	#FFE082					
203	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Pleasure	You **cannot yet** feel the waves of pleasure flowing in your body... but the anticipation strengthens within you from moment to moment... and it is already pleasant	#FFE082					
204	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Pleasure	You **haven't yet** felt the most pleasant sensation there could be... but just imagining it already feels good... and it will be even more	#FFE082					
205	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Playfulness	You do **not yet** see the most interesting image... but it is starting to take shape... getting closer... and you are curious, aren't you?	#FFE082					
206	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Playfulness	You **haven't yet** experienced the surprise waiting for you... but the anticipation is amusing, exciting, making you smile	#FFE082					
207	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Desire	You want so much to hear me say your word... can't wait anymore... **not yet**... **not yet**... just feel it building inside you	#FFE082					
208	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Desire	You **haven't yet** felt the strongest craving... but it is growing... and the anticipation itself thrills you	#FFE082					
209	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Freedom	You are **not yet** completely free... but you feel how the chains are beginning to loosen... close... so close	#FFE082					
210	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Freedom	You **haven't yet** been released from all limitations... but the anticipation of this freedom already liberates you a little	#FFE082					
211	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Mischief	You do **not yet** feel the full tickle... but it is starting... small... growing... and the anticipation is teasing	#FFE082					
212	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Mischief	The real fun **hasn't started yet**... but you are already smiling in anticipation... aren't you? almost there	#FFE082					
213	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Sexy	You do **not yet** feel your body awakening completely... but the anticipation itself is tantalizing... arousing... preparing you	#FFE082					
214	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Sexy	You **haven't yet** experienced maximum sensuality... but just thinking about it already feels arousing... and it is close	#FFE082					
215	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Wildness	You **haven't yet** released the wild side in you completely... but you feel it there... preparing... ready to break out	#FFE082					
216	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Wildness	You **haven't yet** lost control completely... but the anticipation of it is maddening... and it grows... grows	#FFE082					
217	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Joy	You do **not yet** feel the maximum joy... but it is getting closer... and the anticipation itself feels good	#FFE082					
218	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Joy	You **haven't yet** reached absolute happiness... but just knowing it's coming already lifts your heart	#FFE082					
219	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Safety & Trust	You do **not yet** feel completely safe... but this safety is getting closer... and the anticipation is calming	#FFE082					
220	Anticipation Builder	Not yet... / Still haven't...	Dynamic	Safety & Trust	You **haven't yet** sunk into the fully protected feeling... but it is here... close... inviting you	#FFE082					
221	Anticipation Builder	Soon...	Dynamic	Relaxation	**Soon**, I am going to count from ten to zero, and when I reach zero you will dive a hundred times deeper... feel how the anticipation is already relaxing you	#FFE082					
222	Anticipation Builder	Soon...	Dynamic	Relaxation	**Soon**, you will feel the perfect quiet... it is getting closer... and the thought of it is already peaceful	#FFE082					
223	Anticipation Builder	Soon...	Dynamic	Pleasure	**Soon**, I am going to touch you in a very special spot and you will feel a pleasure you haven't known... the anticipation already feels pleasant	#FFE082					
224	Anticipation Builder	Soon...	Dynamic	Pleasure	**Soon**, the pleasant sensation will arrive... and the anticipation itself is already sweet... already a taste of what is coming	#FFE082					
225	Anticipation Builder	Soon...	Dynamic	Playfulness	**Soon**, something very surprising is going to happen... what will it be? I won't say... but it will be interesting	#FFE082					
226	Anticipation Builder	Soon...	Dynamic	Playfulness	**Soon**, you will see something you didn't expect... and the anticipation is amusing, intriguing, exciting	#FFE082					
227	Anticipation Builder	Soon...	Dynamic	Desire	**Soon**, I am going to ask something of you that you will want to do so much... what will it be? the anticipation is already arousing you	#FFE082					
228	Anticipation Builder	Soon...	Dynamic	Desire	**Soon**, your craving will reach its peak... it is getting closer... and the thought of it is already thrilling	#FFE082					
229	Anticipation Builder	Soon...	Dynamic	Freedom	**Soon**, I will give you permission to let go of everything... and the anticipation of this moment already liberates you a little	#FFE082					
230	Anticipation Builder	Soon...	Dynamic	Freedom	**Soon**, you will be completely free... and the thought of this freedom already feels good	#FFE082					
